,0
3479,matrix inversion
3480,matrix multiplication
3481,matrix norm
3482,matrix printer
3483,matrix-updating methods
3484,maximize
3485,maximum-length sequence
3486,"maximum likelihood, method of"
3487,maximum-likelihood decoding
3488,max sort
3489,maxterm
3490,mb
3491,mbone
3492,mbps
3493,mbyte
3494,mca
3495,mcav
3496,mcls
3497,mclv
3498,mcss
3499,mdns
3500,mdr
3501,mean
3502,mealy machine
3503,mean deviation
3504,means/ends analysis
3505,measure
3506,measurement of appearance
3507,measures of location
3508,measures of variation
3509,mebi-
3510,mechanical verifier
3511,mechatronics
3512,media access control address
3513,median
3514,medium
3515,meet operator
3516,mega-
3517,megastream
3518,member
3519,member disk
3520,memory
3521,memory card
3522,memory compaction
3523,memory cycle
3524,memory data register
3525,memory dump
3526,memory element
3527,memory fill
3528,memory guard
3529,memory hierarchy
3530,memory management
3531,memory map
3532,memory mapping
3533,memory protection
3534,memory reference instruction
3535,memory-resident program
3536,memory-to-memory instruction
3537,memory stick
3538,menu
3539,menu bar
3540,menu bypass
3541,menu-driven program
3542,mercurial
3543,mergeable heap
3544,merge exchange sort
3545,merge sort
3546,merging
3547,mesh
3548,mesh interconnection
3549,message
3550,message passing
3551,message queueing
3552,message switching
3553,message switching network
3554,meta-assembler
3555,metaballs
3556,metafile
3557,metafont
3558,metalanguage
3559,meta tag
3560,methodology
3561,methods
3562,metric
3563,mflops
3564,mfm
3565,metropolitan area network
3566,m2fm
3567,micr
3568,micro
3569,microblog
3570,microcircuit
3571,microcode
3572,microcomputer
3573,microcontroller
3574,microfiche
3575,microinstruction
3576,micropipeline
3577,microprocessor
3578,microrelief
3579,microsequence
3580,microsoft
3581,middleware
3582,midi
3583,midi-tower
3584,microprogramming
3585,microprogram sequencer
3586,microprogram store
3587,midpoint rule
3588,migration path
3589,millennium bug
3590,mimd processor
3591,milli-
3592,milnet
3593,mime
3594,min
3595,minicomputer
3596,mini din connector
3597,minimal algebra
3598,minimal machine
3599,minimax
3600,minimax procedure
3601,minimization
3602,minimization operator
3603,minimize
3604,minimum-access code
3605,minimum-cost spanning tree
3606,minimum-error decoding
3607,minitel
3608,minterm
3609,mipmap
3610,mips
3611,miranda
3612,mirror disk
3613,mirroring
3614,mirror set
3615,mirror site
3616,mis
3617,misd processor
3618,missing observations
3619,mixed alphabet
3620,mixed-base system
3621,mixed cipher
3622,mixed logic
3623,mixed-radix system
3624,ml
3625,mmi
3626,mnp
3627,m-o
3628,mob
3629,mobile code languages
3630,mobile computing
3631,mobile robotics
3632,mod
3633,modal dialogue
3634,modal logic
3635,mode
3636,model
3637,model-based reasoning
3638,model-based specification
3639,model checking
3640,modeless dialogue
3641,modelling
3642,modelling clip
3643,model numbers
3644,modem
3645,moderator
3646,modifier bits
3647,mod-n counter
3648,modula
3649,modula 2
3650,modular arithmetic
3651,modular counter
3652,modular programming
3653,modulation
3654,modulator
3655,module
3656,module coding review
3657,module design review
3658,module invariant
3659,module specification
3660,module testing
3661,modulo-n check
3662,modulo operation
3663,mohll
3664,monadic
3665,monadic operation
3666,monalphabetic
3667,mondex
3668,monic polynomial
3669,monitor
3670,monochrome display
3671,monte carlo methods
3672,monoid
3673,monomode
3674,monomorphism
3675,monostable
3676,monotonic
3677,moo
3678,moore machine
3679,moore’s law
3680,morphing
3681,morphism
3682,mosaic
3683,mosfet
3684,mos integrated circuit
3685,mos transistor
3686,most significant character
3687,motherboard
3688,moth-eye
3689,motion blur
3690,motion prediction
3691,motorola
3692,mount rainier specifications
3693,mouse
3694,movement file
3695,moving-average methods
3696,ms-dos
3697,m-sequence
3698,ms windows
3699,mp3
3700,mpeg
3701,mpp
3702,msd
3703,msi
3704,msr
3705,mta
3706,mtbf
3707,mtbi
3708,mts
3709,mttr
3710,mtu
3711,mua
3712,mu-law encoding
3713,multidimensional spreadsheet
3714,multiaccess system
3715,multiaddress
3716,multibus
3717,multicasting
3718,multicore cable
3719,multi-core processor
3720,multics
3721,multidimensional array
3722,multidrop line
3723,multifunction device
3724,multigrid methods
3725,multilevel memory
3726,multilevel security
3727,multilinked
3728,multimedia
3729,multimedia mail
3730,multimode
3731,multimode counter
3732,multipart stationery
3733,multiple-address machine
3734,multiple assignment
3735,multiple chain
3736,multiple inheritance
3737,"multiple instruction, multiple data"
3738,multiple-master font
3739,multiple precision
3740,multiple-range tests
3741,multiple regression model
3742,multiple-valued logic
3743,multiplexed bus
3744,multiplexer
3745,multiplexer channel
3746,multiplexing
3747,multiplier
3748,multiply connected
3749,multipoint connection
3750,multipoint line
3751,multiport memory
3752,multiprecision
3753,multiprocessing system
3754,multiprocessor
3755,multiprogramming system
3756,multireader
3757,multiresolution image
3758,multisession compatible
3759,multiset
3760,multitape turing machine
3761,multitasking
3762,multithreading
3763,multitouch
3764,multiunit processor
3765,multiuser system
3766,multivalued logic
3767,multivariate analysis
3768,multivibrator
3769,multiway search tree
3770,munsell colour model
3771,mu operator
3772,mutual exclusion
3773,myhill equivalence
3774,myspace
3775,mysql
3776,nagware
3777,naive physics
3778,nak
3779,name
3780,name lookup
3781,nameset
3782,namespace
3783,nand gate
3784,nano-
3785,nanostore
3786,narrow
3787,narrowband
3788,nas
3789,nat
3790,nand operation
3791,nassi–shneiderman chart
3792,national information infrastructure
3793,native code
3794,native software
3795,natural binary-coded decimal
3796,natural-language processing
3797,natural-language understanding
3798,natural number
3799,nbcd
3800,ncp
3801,ncr
3802,ndc
3803,nec corporation
3804,negation
3805,negation as failure
3806,negative acknowledgment
3807,negative logic
3808,negator
3809,negentropy
3810,neighbour
3811,nerd
3812,nested blocks
3813,nesting
3814,nesting store
3815,net
3816,netgod
3817,nerode equivalence
3818,netiquette
3819,netnews
3820,netpolice
3821,netware
3822,network
3823,netscape navigator
3824,network address translation
3825,network administrator
3826,network architecture
3827,network-attached storage
3828,network delay
3829,network file system
3830,network front end
3831,network interconnection
3832,network layer
3833,network management
3834,network share
3835,network topology
3836,network virtual terminal
3837,neural computer
3838,neural network
3839,neuron
3840,newsgroup
3841,newsreader
3842,newton–cotes rules
3843,newton’s method
3844,nigerian fraud
3845,nine’s complement
3846,nfs
3847,nibble
3848,n-isdn
3849,nlp
3850,nlq
3851,nmos
3852,no-address instruction
3853,node
3854,noise
3855,noetherian
3856,noise immunity
3857,noiseless coding
3858,noise margin
3859,noise sequence
3860,noise source
3861,noisy mode
3862,nonbinary logic
3863,nondestructive read
3864,nondeterminism
3865,nonequivalence gate
3866,nonequivalence operation
3867,nonerasable programmable device
3868,nonfunctional requirements
3869,nonhierarchical cluster analysis
3870,nonimpact printer
3871,nonlinear equations
3872,nonlinear regression model
3873,nonlocal entity
3874,nonmemory reference instruction
3875,nonmonotonic reasoning
3876,nonparametric techniques
3877,nonpreemptive allocation
3878,nonprocedural language
3879,nonreturn to zero
3880,nonsingular matrix
3881,non von neumann architecture
3882,nonstop processing
3883,nonterminal
3884,nonterminal node
3885,nonvolatile memory
3886,no-op instruction
3887,nor gate
3888,norm
3889,normal distribution
3890,normal forms
3891,normalization
3892,normalized coordinates
3893,normal plots
3894,normal subgroup
3895,nor operation
3896,nos
3897,nosql
3898,notch filter
3899,notebook
3900,not-equivalence gate
3901,not gate
3902,not operation
3903,novell inc.
3904,np
3905,npc
3906,npn
3907,nren
3908,nrz
3909,ns chart
3910,nspace
3911,ntfs
3912,n-tuple
3913,nucleus
3914,null
3915,nullary operation
3916,null character
3917,nullity
3918,null link
3919,null list
3920,null matrix
3921,null set
3922,n-type semiconductor
3923,null string
3924,number cruncher
3925,number system
3926,numerical analysis
3927,numerical code
3928,numerical control
3929,numerical differentiation
3930,numerical integration
3931,numerical linear algebra
3932,numerical methods
3933,numerical stability
3934,numlock
3935,nurbs
3936,n-version programming
3937,nyquist interval
3938,nyquist rate
3939,nyquist sampling
3940,nyquist’s criterion
3941,nyström methods
3942,oberon
3943,obj
3944,object
3945,object code
3946,object language
3947,object linking and embedding
3948,object management group
3949,object management system
3950,object-oriented architecture
3951,object-oriented database
3952,object-oriented design
3953,object-oriented language
3954,object-oriented programming
3955,object-oriented programming
3956,object program
3957,object-relational mapping
3958,object-space octree
3959,occam
3960,occam-pi
3961,ocr
3962,octal notation
3963,octant
3964,object-relational database management system
3965,odd-even transposition sort
3966,octet
3967,octree
3968,odd-even check
3969,odd-even rule
3970,odd parity
3971,odds
3972,odp
3973,oem
3974,ofb
3975,office automation
3976,office of government commerce
3977,office software product
3978,offline
3979,olap
3980,ole
3981,omg
3982,omr
3983,oms
3984,omt
3985,one-address instruction
3986,one-level store
3987,one-pass program
3988,one-plus-one address instruction
3989,one’s complement
3990,one-shot
3991,one-to-one function
3992,one-to-one onto function
3993,one-way filter
3994,one-way linked list
3995,online
3996,online analytical processing
3997,online transaction processing
3998,o notation
3999,on-the-fly error recovery
4000,onto function
4001,ontology
4002,ood
4003,ool
4004,oop
4005,op-amp
4006,op code
4007,open
4008,open-collector device
4009,open distributed processing
4010,open software foundation
4011,opengl
4012,open group
4013,open-reel tape
4014,open relay
4015,open shop
4016,open-source
4017,open subroutine
4018,open system
4019,open term
4020,opentype font
4021,operand
4022,operating system
4023,operation
4024,operational amplifier
4025,operational research
4026,operational semantics
4027,open systems interconnection
4028,optical character recognition
4029,operation code
4030,operation register
4031,operations on sets
4032,operations research
4033,operation table
4034,operator
4035,optical card
4036,optical computing
4037,optical disk
4038,optical disk library
4039,optical fibre
4040,optical flow
4041,optical font
4042,optical mark reading
4043,optical media
4044,optical storage
4045,optical switch
4046,optical tape
4047,optimal binary search tree
4048,optimization
4049,optimum programming
4050,optional product
4051,optoelectronics
4052,optoisolator
4053,or
4054,oracle
4055,oracle
4056,oracle-based testing
4057,orange book
4058,ordbms
4059,order
4060,order code
4061,ordered pair
4062,ordered set
4063,ordered tree
4064,ordering relation
4065,order of precedence
4066,order register
4067,order statistics
4068,ordinary differential equations
4069,organizational information system
4070,organizationally unique identifier
4071,orthogonal term rewriting system
4072,or gate
4073,orom
4074,or operation
4075,orthogonal analysis
4076,orthogonal equations
4077,orthogonal functions
4078,orthogonal list
4079,orthogonal matrix
4080,orthogonal memory
4081,orthonormal analysis
4082,orthonormal basis
4083,orthonormal functions
4084,oscillator
4085,os
4086,os/2
4087,osf
4088,osi
4089,os x
4090,osi reference model
4091,output-limited process
4092,otlp
4093,oui
4094,outdegree
4095,outer code
4096,outlier
4097,output
4098,output area
4099,output device
4100,overflow
4101,overlap
4102,overlay
4103,overloading
4104,over-voltage
4105,overwrite
4106,own coding
4107,p
4108,pack
4109,package
4110,packed decimal
4111,packet
4112,packet assembler/disassembler
4113,packet radio
4114,packet switching
4115,packet switching network
4116,packing density
4117,page description language
4118,pad
4119,padding
4120,page
4121,"page, larry"
4122,page break
4123,page frame
4124,page printer
4125,page table
4126,paging
4127,paging drum
4128,painter’s algorithm
4129,paint program
4130,pal
4131,palette
4132,palmtop computer
4133,pantone
4134,paper slew
4135,paper tape
4136,paper tape i/o
4137,paper throw
4138,paper white display
4139,par
4140,paradigm
4141,paradoxical combinator
4142,parallel
4143,parallel access
4144,parallel adder
4145,parallel algorithm
4146,parallel arithmetic
4147,parallel ata
4148,parallel composition
4149,parallel computer
4150,parallel in parallel out
4151,parallel input/output
4152,parallel in serial out
4153,parallel interface
4154,parallel port
4155,parallel printer
4156,parallel processing
4157,parallel projection
4158,parallel rewriting system
4159,parallel running
4160,parallel shooting method
4161,parallel transfer
4162,parameter
4163,parameter passing
4164,parametric curve
4165,parametric patch
4166,parametric surface
4167,parametric techniques
4168,parent
4169,parent file
4170,parenthesis-free notation
4171,parikh’s theorem
4172,parity
4173,parity bit
4174,parity check
4175,parity-check code
4176,parlog
4177,parser
4178,parser generator
4179,parse tree
4180,parsing
4181,"partial correctness, proof of"
4182,partial differential equations
4183,partial evaluation
4184,partial function
4185,partially ordered set
4186,partial ordering
4187,partial recursive function
4188,particle system
4189,partition
4190,partition-exchange sort
4191,pascal
4192,pass
4193,passband
4194,pass instruction
4195,passive-matrix lcd
4196,passive optical network
4197,passive star
4198,password
4199,paste
4200,pata
4201,patch
4202,patchboard
4203,patchcord
4204,patent
4205,path
4206,path testing
4207,pattern
4208,pattern inventory
4209,pattern matching
4210,pattern recognition
4211,payload
4212,pc
4213,pcb
4214,pc card
4215,pc clone
4216,pc-compatible
4217,pc-dos
4218,pci
4219,pci express
4220,pcmcia
4221,pcmcia card
4222,pcl
4223,pcm
4224,pcte
4225,pda
4226,pdf
4227,pdh
4228,pdl
4229,pdn
4230,pebi-
4231,peek
4232,pdp series
4233,pe
4234,peak-to-average ratio
4235,peano arithmetic
4236,peephole optimization
4237,peer-to-peer protocol
4238,pel
4239,pen drive
4240,penetration
4241,pentium
4242,percentile
4243,perception
4244,perceptron
4245,perfect codes
4246,perfective maintenance
4247,perfect matching
4248,performance model
4249,performance monitoring
4250,performance testing
4251,period
4252,periodogram
4253,peripheral
4254,peripheral processor
4255,perl
4256,permanent error
4257,permanent virtual circuit
4258,permutation
4259,permutation group
4260,permutation matrix
4261,persistence
4262,persistent data
4263,persistent programming
4264,personal computer
4265,personal data
4266,personal digital assistant
4267,perspective projection
4268,pert
4269,pert chart
4270,pervasive computing
4271,pes
4272,peta-
4273,petri net
4274,pga
4275,pgp
4276,phase
4277,phase change
4278,phase-change inkjet printer
4279,phase-encoded
4280,phase-locked loop
4281,phase modulation
4282,phase shift keying
4283,phigs
4284,phishing
4285,phoneme
4286,phong shading
4287,photo printer
4288,photorealism
4289,phototransistor
4290,php
4291,physical
4292,physical layer
4293,pi benchmark
4294,pick
4295,pick
4296,pick list
4297,pico-
4298,pict
4299,picture
4300,phrase-structure grammar
4301,piggyback acknowledgments
4302,pincushion distortion
4303,picture processing
4304,pid controller
4305,piecewise continuous
4306,piecewise smooth
4307,pif
4308,pi font
4309,pilot
4310,pin
4311,ping
4312,pin grid array
4313,pin header
4314,pink book
4315,pinout
4316,pio
4317,pipe
4318,pipelining
4319,pipo
4320,piso
4321,pipeline processing
4322,pixel
4323,pixel aspect ratio
4324,pixelblt
4325,pixelization
4326,pixmap
4327,pizza-box
4328,pkzip
4329,pl/1
4330,pl/360
4331,pla
4332,plaintext
4333,planar graph
4334,planning
4335,plasma display
4336,plasma panel
4337,platform
4338,platten
4339,platter
4340,pl/c
4341,pld
4342,plausible reasoning
4343,plesiochronous digital hierarchy
4344,plex
4345,pl/i
4346,pll
4347,pl/m
4348,plotter
4349,plotter font
4350,plug-and-play
4351,plugboard
4352,plug compatible
4353,pneumatic logic
4354,p-n junction
4355,pmos
4356,pms
4357,png
4358,pno
4359,pnp
4360,p=np question
4361,pocket sorting
4362,podcast
4363,point
4364,point and click interface
4365,pointer
4366,pointing device
4367,point of presence
4368,point-of-sale system
4369,point-to-point control
4370,point-to-point line
4371,point-to-point protocol
4372,poisson distribution
4373,poke
4374,polish notation
4375,polling
4376,polyadic operation
4377,polyalphabetic
4378,polygon clipping
4379,polygon filling
4380,polyline
4381,polymarker
4382,polymorphic
4383,polymorphism
4384,polynomial
4385,polynomial codes
4386,polynomial equation
4387,polynomial interpolation
4388,polynomially bounded algorithm
4389,polynomial number
4390,polynomial space
4391,polynomial time
4392,polyphase merge sort
4393,pon
4394,pop
4395,pop
4396,pop
4397,pop-2
4398,pop-11
4399,pop3
4400,p operation
4401,popl
4402,poplog
4403,population
4404,pop-up
4405,pop-up menu
4406,portable network graphics
4407,port
4408,portable
4409,portal
4410,portrait
4411,pos
4412,poset
4413,pos expression
4414,positional system
4415,position-independent code
4416,position tree
4417,positive acknowledgment
4418,positive display
4419,positive logic
4420,posix
4421,postal
4422,postcondition
4423,postedit
4424,posterization
4425,postfix notation
4426,postgresql
4427,postmaster
4428,postmortem
4429,post office protocol
4430,postorder traversal
4431,postprocessor
4432,post production system
4433,post’s correspondence problem
4434,postscript
4435,postscript font
4436,pots
4437,powell’s algorithm
4438,power down
4439,power-fail recovery
4440,power-limited channel
4441,power management
4442,power method
4443,power off
4444,power on
4445,powerpc
4446,power routing
4447,power set
4448,power up
4449,ppm
4450,ppp
4451,pragma
4452,preamble sequence
4453,precedence
4454,precedence parsing
4455,precision
4456,precondition
4457,predicate
4458,predicate calculus
4459,predicate transformer
4460,predictive pcm
4461,predictor-corrector methods
4462,pre-emptive allocation
4463,prefix
4464,prefix codes
4465,prefix notation
4466,prefix property
4467,premo
4468,preorder traversal
4469,preprocessor
4470,presentation graphics
4471,presentation layer
4472,prestore
4473,preventive maintenance
4474,prf
4475,pri
4476,primary index
4477,primary key
4478,primary memory
4479,prime implicant
4480,primitive
4481,primitive element
4482,primitive polynomial
4483,primitive recursion
4484,primitive recursive function
4485,primitive recursive set
4486,primitive type
4487,prim’s algorithm
4488,principal component analysis
4489,printed circuit
4490,printed circuit board
4491,printer
4492,printer format
4493,printout
4494,print quality
4495,print server
4496,prioritize
4497,priority
4498,priority encoder
4499,priority interrupt
4500,priority processing
4501,priority queue
4502,privacy
4503,private ip address
4504,private key
4505,privileged instructions
4506,probabilistic compaction
4507,probabilistic reasoning
4508,probability
4509,probability calculus
4510,probability distributions
4511,probit analysis
4512,problem definition
4513,problem description
4514,problem-oriented language
4515,procedural abstraction
4516,procedural cohesion
4517,procedural language
4518,procedure
4519,procedure-oriented language
4520,process
4521,process algebra
4522,process calculus
4523,process control
4524,process descriptor
4525,process model
4526,process modelling
4527,processor
4528,processor allocation
4529,processor status word
4530,processor time
4531,product group
4532,production
4533,production rule system
4534,production run
4535,productive time
4536,product of sums expression
4537,product term
4538,profiling
4539,program
4540,program analysis
4541,program compatibility
4542,program control
4543,program correctness proof
4544,program counter
4545,program decomposition
4546,program design
4547,program design language
4548,program development system
4549,program file
4550,program library
4551,program listing
4552,programmable array logic
4553,programmable devices
4554,programmable electronic system
4555,programmable gate array
4556,programmable logic array
4557,programmable logic device
4558,programmable rom
4559,program maintenance
4560,programmed i/o
4561,programmed logic
4562,programmed logic array
4563,programmer
4564,programmer unit
4565,programmer workbench
4566,programming
4567,programming language
4568,programming standards
4569,programming theory
4570,program proving
4571,program specification
4572,program status word
4573,programming support environment
4574,program structure
4575,program synthesis
4576,program testing
4577,program transformation
4578,program unit
4579,program verification
4580,program virus
4581,prograph
4582,progressive encoding
4583,progressive scanning
4584,project gutenberg
4585,projection
4586,projection function
4587,projective transformation
4588,project support environment
4589,prolog
4590,prom
4591,prompt
4592,proof
4593,prom programmer
4594,propagation delay
4595,proper ancestor
4596,proper subgraph
4597,properties
4598,proportional spacing
4599,propositional calculus
4600,protected location
4601,protection domain
4602,protocol
4603,protocol hierarchy
4604,protocol stack
4605,protocol translation
4606,prototype
4607,proxy
4608,pse
4609,pseudocode
4610,pseudoinstruction
4611,pseudolanguage
4612,pseudonoise sequence
4613,pseudonymous record
4614,pseudo-operation
4615,ps/2 keyboard/mouse interface
4616,pseudorandom
4617,pseudorandom numbers
4618,psg
4619,psk
4620,psl/psa
4621,pspace
4622,pstn
4623,psu
4624,psw
4625,p-switch
4626,pti
4627,ptime
4628,pto
4629,ptt
4630,p-type semiconductor
4631,public data network
4632,public domain
4633,public key certificate
4634,public key encryption
4635,public key infrastructure
4636,public network operator
4637,public telecommunications operator
4638,public tool interface
4639,puck
4640,pull
4641,pulse
4642,pull-down menu
4643,pull-up resistor
4644,pulse code modulation
4645,pulse generator
4646,pulse height
4647,pulse repetition frequency
4648,pulse shaping
4649,pulse stretcher
4650,pulse train
4651,pulse-triggered flip-flop
4652,pulse width
4653,pumping lemmas
4654,punched card
4655,punched card reader
4656,punched tape
4657,pure bcd
4658,push
4659,pushdown automaton
4660,pushdown stack
4661,pushup stack
4662,pvc
4663,python
4664,qam
4665,q-ary
4666,qbe
4667,qc
4668,q-ary logic
4669,qr factorization
4670,quad
4671,quad core
4672,quadratic spline
4673,quadrature
4674,quadrature amplitude modulation
4675,quadtree
4676,qualifier register
4677,qualitative reasoning
4678,quality assurance
4679,quality control
4680,quantifier
4681,quantization
4682,quantization noise
4683,quantizer
4684,quantum
4685,quantum computing
4686,quantum computing
4687,quartile
4688,quasi-
4689,quaternary logic
4690,query by example
4691,query language
4692,query processing
4693,queue
4694,queue management
4695,queuing network
4696,queuing theory
4697,quibinary code
4698,quickersort
4699,quicksort
4700,quicktime
4701,quiesce
4702,q-valued
4703,race condition
4704,racking
4705,rack mounting
4706,radio button
4707,radiosity
4708,radius
4709,radix
4710,radix notation
4711,radix point
4712,radix sorting
4713,ragged array
4714,ragged right
4715,raid
4716,ram
4717,ram disk
4718,radix complement
4719,radix exchange
4720,radix-minus-one complement
4721,random-access stored-program machine
4722,ram drive
4723,ramp-c benchmark
4724,random access
4725,random-access file
4726,random-access memory
4727,random algorithms
4728,random logic
4729,random numbers
4730,random sampling
4731,random variable
4732,range
4733,rank
4734,range image
4735,rank correlation
4736,rank correlation coefficient
4737,rar
4738,raster
4739,raster display
4740,raster graphics
4741,raster image processor
4742,rasterizer
4743,rasterop
4744,raster-scan display
4745,rate
4746,rational language
4747,rational number
4748,rational type
4749,raw data
4750,raw error rate
4751,ray casting
4752,rayleigh–ritz method
4753,ray tracing
4754,rbl
4755,rbt
4756,rc circuit
4757,rcs
4758,rdbms
4759,rdf site summary
4760,reachability
4761,reachability matrix
4762,read
4763,read clock
4764,reader
4765,read error
4766,read head
4767,read instruction
4768,read-mostly media
4769,read-only file
4770,read-only memory
4771,read-only optical media
4772,readout
4773,read time
4774,read-while-write check
4775,read/write head
4776,read/write memory
4777,ready signal
4778,realism
4779,really simple syndication
4780,real numbers
4781,real-time clock
4782,real-time language
4783,real-time operating system
4784,reason-maintenance system
4785,real-time system
4786,real type
4787,reboot
4788,recognize
4789,reconfiguration
4790,reconstitute
4791,record
4792,recording density
4793,record locking
4794,recoverable error
4795,recovery
4796,recovery data
4797,recovery log
4798,recovery point
4799,recurrence
4800,recursion
4801,recursion theorem
4802,recursive
4803,recursive descent parsing
4804,recursive doubling
4805,recursive function
4806,recursive list
4807,recursively decidable problem
4808,recursively enumerable set
4809,recursively solvable problem
4810,recursively undecidable
4811,recursive real number
4812,recursive relation
4813,recursive set
4814,recursive subroutine
4815,red book
4816,reduced instruction set computer
4817,reducible polynomial
4818,reduct
4819,reduction machine
4820,reduction system
4821,redundancy
4822,redundancy check
4823,reed–muller codes
4824,reed–solomon codes
4825,re-engineering
4826,re-entrant program
4827,referent
4828,referential integrity
4829,referential opacity
4830,referential transparency
4831,refinement
4832,reflectance function
4833,reflectance model
4834,reflexive closure
4835,reflexive relation
4836,refresh
4837,refresh frequency
4838,refutation
4839,regenerate
4840,register
4841,register insertion ring
4842,register optimization
4843,register transfer language
4844,regression analysis
4845,regression testing
4846,regula falsi
4847,relational database management system
4848,regular expression
4849,regular grammar
4850,regular language
4851,regular operations
4852,regular set
4853,reinforcement learning
4854,relation
4855,relational algebra
4856,relational model
4857,relational operator
4858,relative addressing
4859,relative complement
4860,relative frequency
4861,relatively prime
4862,relative product
4863,relative-time clock
4864,relative url
4865,relay
4866,release
4867,release candidate
4868,remote operations service element
4869,reliability
4870,relocatable code
4871,remedial maintenance
4872,remote
4873,remote procedure call
4874,remote sensing
4875,rendering
4876,rendezvous
4877,repair time
4878,repeated measures
4879,repeater
4880,repeat-until loop
4881,repertoire
4882,repetition codes
4883,repo
4884,report generator
4885,repository
4886,representation
4887,request for comments
4888,request input
4889,requirements analysis
4890,requirements specification
4891,requirements specification phase
4892,rerun
4893,resampling
4894,rescue dump
4895,reserved word
4896,reset
4897,resident
4898,residual
4899,residual mean square
4900,residue arithmetic
4901,residue check
4902,resistor-transistor logic
4903,resolution
4904,resource
4905,resource allocation
4906,resource descriptor
4907,response function
4908,response time
4909,restart
4910,restore
4911,restriction
4912,retry
4913,return
4914,return channel
4915,return instruction
4916,reusable resource
4917,reusable software
4918,reversal function
4919,reverse authentication
4920,reverse bias
4921,reverse engineering
4922,reverse polish notation
4923,reverse video
4924,reversible execution
4925,review
4926,revision control
4927,rewritable
4928,rewrite rule
4929,rewriting system
4930,rexx
4931,rfc
4932,rfi
4933,rgb colour model
4934,rgb components
4935,rgb monitor
4936,rgb signal
4937,ribbon
4938,ribbon cable
4939,richardson extrapolation
4940,rich site summary
4941,rich text format
4942,right-linear grammar
4943,rijndael algorithm
4944,right shift
4945,rightsizing
4946,right subtree
4947,ring
4948,ring counter
4949,ringing
4950,ring network
4951,rip
4952,"ritchie, dennis, macalistair"
4953,ripple-carry adder
4954,ripple counter
4955,risc
4956,rise time
4957,risk
4958,risk analysis
4959,risk assessment
4960,risk evaluation
4961,risk management
4962,rje
4963,rll
4964,rm code
4965,robotics
4966,robustness
4967,robust statistics
4968,rogue value
4969,rollback
4970,roll-call polling
4971,roller ball
4972,roll-in roll-out
4973,roll stationery
4974,rom
4975,romberg method
4976,rom optical disk
4977,romware
4978,root
4979,root certificate
4980,root directory
4981,rooted tree
4982,rootkit
4983,rose
4984,rotated dither
4985,rough surface
4986,roundoff error
4987,round robin
4988,route
4989,router
4990,routine
4991,routing
4992,routine maintenance
4993,rotation position sensor
4994,routing protocol
4995,row-major order
4996,row-ragged
4997,row vector
4998,rs232c interface
4999,rsa encryption
5000,rs code
5001,rs flip-flop
5002,rpc
5003,rpg
5004,rpn
5005,rsi
5006,rsl
5007,rss
5008,rtf
5009,rtl
5010,rtm
5011,rtos
5012,r-tree
5013,rubber-banding
5014,rtd programme in it
5015,ruby
5016,rule-based system
5017,ruled surface
5018,runge–kutta methods
5019,run-length encoding
5020,run-length limited encoding
5021,running
5022,run time
5023,run-time system
5024,run-time verification
5025,russell’s paradox
5026,s-100 bus
5027,sa
5028,saa
5029,saas
5030,sadt
5031,safari
5032,safe harbor
5033,safety
5034,safety case
5035,safety-critical system
5036,safety integrity
5037,safety plan
5038,safety-related system
5039,sampled-data system
5040,sample input
5041,sampling
5042,san
5043,sanitization
5044,sa/rt
5045,sata
5046,satellite computer
5047,satisfiability
5048,satisfiability problem
5049,saturation
5050,sawtooth waveform
5051,sax
5052,sca
5053,scalability
5054,scalable
5055,scalable font
5056,scalable processor architecture
5057,scalable vector graphics
5058,scalar
5059,scaling
5060,scan
5061,scan-line
5062,scanner
5063,scatter read
5064,scc
5065,sccs
5066,scheduler
5067,schema
5068,scheme
5069,scheduled maintenance
5070,scheduling algorithm
5071,schmitt trigger
5072,schonhage algorithm
5073,schonhage–strassen algorithm
5074,schottky ttl
5075,scissoring
5076,scope
5077,scott–ershov domain
5078,scratchpad
5079,screen
5080,screen dump
5081,screened cable
5082,screen editor
5083,screensaver
5084,script
5085,scripting
5086,scripting language
5087,script theory
5088,scroll
5089,scroll bar
5090,scsi
5091,sd card
5092,sdh
5093,sdk
5094,sdl
5095,sdlc
5096,sdpm
5097,sdram
5098,seac
5099,search
5100,search and insertion algorithm
5101,search and replace
5102,search engine
5103,searching
5104,search tree
5105,secant method
5106,secded
5107,secondary index
5108,secondary memory
5109,secondary ray
5110,second generation
5111,second life
5112,second normal form
5113,second-order logic
5114,secure digital card
5115,sector
5116,security
5117,security accreditation
5118,security assurance
5119,security certification
5120,security classification
5121,security clearance
5122,security evaluation
5123,security kernel
5124,security label
5125,security model
5126,security policy
5127,security processing mode
5128,security standard
5129,seeding
5130,seek time
5131,segment
5132,select
5133,selector
5134,selector channel
5135,self-adapting process
5136,self-checking code
5137,self-compiling compiler
5138,self-defining
5139,self-documenting program
5140,self-dual
5141,self-extending
5142,self-learning process
5143,self-organizing system
5144,self-referent list
5145,self-relative addressing
5146,self-signed certificate
5147,semantic analysis
5148,semantic attack
5149,semantic error
5150,semantic network
5151,semantics
5152,semaphore
5153,semicomputable algebra
5154,semicomputable set
5155,semiconductor
5156,semiconductor memory
5157,semicustom
5158,semidecidable
5159,semidecidable set
5160,semidecision procedure
5161,semigroup
5162,semiring
5163,semi-thue system
5164,sense
5165,sensor
5166,sensitivity analysis
